Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating
829387,Simba,2021-02-11 14:36:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Great Pyrenees,White,,,,,,,NaT,New intake,Not Adopted
829386,*Rex,2021-02-09 12:53:00,6701 Santos Street in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Medium Hair,White/Gray Tabby,2021-02-20 13:16:00,2/9/2019,Transfer,Partner,Neutered Male,2 years,11 days 00:23:00,11,Not Adopted
829385,,2021-02-09 12:26:00,18706 Blake Manor in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Cattle Dog/Catahoula,Black/Blue Tick,2021-02-22 17:31:00,9/24/2020,Adoption,,Neutered Male,4 months,13 days 05:05:00,13,B
829384,*Moon Unit,2021-02-09 12:26:00,18706 Blake Manor in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Cattle Dog/Catahoula,White/Black,,,,,,,NaT,New intake,Not Adopted
829383,,2021-02-09 12:26:00,18706 Blake Manor in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,Australian Cattle Dog/Catahoula,White/Red Tick,2021-02-22 16:37:00,9/24/2020,Adoption,,Spayed Female,4 months,13 days 04:11:00,13,B
829382,Camila,2021-02-09 11:51:00,Harris Ridge Boulevard And Tayside Drive in Pflugerville (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Black/Tan,2021-02-23 18:03:00,2/9/2019,Rto-Adopt,,Spayed Female,2 years,14 days 06:12:00,14,Not Adopted
829381,Muneca,2021-02-09 11:51:00,Harris Ridge Boulevard And Tayside Drive in Pflugerville (TX),Stray,Normal,Dog,Intact Female,10 months,German Shepherd,Tan/Black,2021-02-09 17:40:00,4/9/2020,Return to Owner,,Intact Female,10 months,0 days 05:49:00,0,Not Adopted
829378,,2021-02-09 11:26:00,3829 Arrow Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Black/White,2021-02-09 12:29:00,2/9/2019,Euthanasia,Suffering,Unknown,2 years,0 days 01:03:00,0,Not Adopted
829369,Shrimp,2021-02-09 08:18:00,Austin (TX),Abandoned,Sick,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby,2021-02-22 17:39:00,10/22/2020,Adoption,,Neutered Male,4 months,13 days 09:21:00,13,B
829368,Leo,2021-02-09 08:08:00,11119 Alterra Parkway in Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,3 years,Domestic Shorthair,Black/White,2021-02-23 14:46:00,2/9/2018,Rto-Adopt,,Neutered Male,3 years,14 days 06:38:00,14,Not Adopted
829366,Chucho,2021-02-09 07:58:00,370 Tiffany Trail in Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,3 months,Parson Russell Terrier,White/Brown,2021-02-23 13:05:00,11/9/2020,Transfer,Partner,Neutered Male,3 months,14 days 05:07:00,14,Not Adopted
829365,Rocky,2021-02-09 09:34:00,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White,,,,,,,NaT,New intake,Not Adopted
829359,,2021-02-08 20:22:00,700 Lavaca in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2021-02-09 07:39:00,2/8/2020,Euthanasia,Rabies Risk,Unknown,1 year,0 days 11:17:00,0,Not Adopted
829357,Ruby,2021-02-08 18:05:00,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever,Brown,2021-02-12 00:00:00,11/26/2020,Adoption,,Spayed Female,2 months,3 days 05:55:00,3,A
829346,,2021-02-08 15:43:00,916 Springdale in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2021-02-09 07:37:00,2/8/2020,Euthanasia,Rabies Risk,Unknown,1 year,0 days 15:54:00,0,Not Adopted
829344,Otis,2021-02-08 15:09:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Black Mouth Cur/Pit Bull,Brown,,,,,,,NaT,New intake,Not Adopted
829341,*Conrad,2021-02-08 14:44:00,8801 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Rhod Ridgeback Mix,Brown/Tan,,,,,,,NaT,New intake,Not Adopted
829340,*Trixie,2021-02-08 14:44:00,8801 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Flat Coat Retriever Mix,Black,,,,,,,NaT,New intake,Not Adopted
829337,James,2021-02-09 13:56:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,German Shepherd,Sable,2021-02-22 17:26:00,2/8/2019,Return to Owner,,Intact Male,2 years,13 days 03:30:00,13,Not Adopted
829336,Yoda,2021-02-08 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Black,2021-02-12 17:35:00,4/8/2020,,,Neutered Male,10 months,4 days 03:08:00,4,Not Adopted
829334,Marci,2021-02-10 12:43:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Alaskan Husky,Brown/Black,,,,,,,NaT,New intake,Not Adopted
829331,*Hank,2021-02-08 13:11:00,2101 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Chihuahua Shorthair,Black/Brown,,,,,,,NaT,New intake,Not Adopted
829329,*Hazel,2021-02-08 13:11:00,2101 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Black/Brown,2021-02-22 17:45:00,2/8/2019,Adoption,,Spayed Female,2 years,14 days 04:34:00,14,
829320,Osito,2021-02-08 12:44:00,40Th Street And Red River Street in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Golden Retriever,Gold/White,2021-02-09 18:07:00,8/8/2020,Return to Owner,,Intact Male,6 months,1 days 05:23:00,1,Not Adopted
829319,Midnight,2021-02-08 11:41:00,7203 Schebler Street in Travis (TX),Stray,Normal,Cat,Intact Male,5 years,Domestic Longhair,Black/White,2021-02-13 00:00:00,2/8/2016,Adoption,,Neutered Male,5 years,4 days 12:19:00,4,A
829314,,2021-02-08 11:09:00,7316 Gaines Mill in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Longhair,Black,2021-02-12 18:08:00,10/24/2020,Adoption,,Spayed Female,3 months,4 days 06:59:00,4,A
829313,*Shirley,2021-02-08 10:29:00,124 West Anderson Lane in Austin (TX),Abandoned,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Black/Tan,,,,,,,NaT,New intake,Not Adopted
829312,*Laverne,2021-02-08 10:29:00,124 West Anderson Lane in Austin (TX),Abandoned,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Black/Tan,,,,,,,NaT,New intake,Not Adopted
829311,Big Red,2021-02-08 10:24:00,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,5 years,Domestic Longhair,Orange Tabby,,,,,,,NaT,New intake,Not Adopted
829309,Deebo,2021-02-08 10:10:00,8104 Decker Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier Mix,Black/White,2021-02-08 16:08:00,2/8/2020,Return to Owner,,Intact Male,1 year,0 days 05:58:00,0,Not Adopted
829306,*Theo,2021-02-08 07:41:00,East Slaughter And Alderman in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Australian Cattle Dog,Tricolor,,,,,,,NaT,New intake,Not Adopted
829298,*Piper,2021-02-07 17:45:00,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,,,,,,,NaT,New intake,Not Adopted
829294,*Reese,2021-02-07 15:54:00,600 River Street in Austin (TX),Stray,Injured,Dog,Intact Female,8 months,Pit Bull/Labrador Retriever,Black Brindle/Brown Brindle,,,,,,,NaT,New intake,Not Adopted
829293,*Tootsie,2021-02-07 16:45:00,600 River Street in Austin (TX),Stray,Injured,Dog,Intact Female,8 months,Pit Bull Mix,Brown Brindle/Black Brindle,2021-02-22 16:14:00,6/7/2020,Adoption,,Spayed Female,8 months,14 days 23:29:00,14,
829290,*Raddix,2021-02-07 16:21:00,9156 Village Square in Austin (TX),Stray,Injured,Dog,Intact Male,4 years,Labrador Retriever,Brown/White,,,,,,,NaT,New intake,Not Adopted
829289,*Buddy,2021-02-07 14:44:00,5505 Rose Hill Circle in Austin (TX),Stray,Sick,Cat,Neutered Male,9 years,Domestic Shorthair,White/Brown Tabby,,,,,,,NaT,New intake,Not Adopted
829266,,2021-02-06 13:36:00,16900 Cherry Lane in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,American Pit Bull Terrier,Brown Brindle,2021-02-10 12:22:00,2/6/2019,Adoption,,Spayed Female,2 years,3 days 22:46:00,3,A
829260,*Nugget,2021-02-06 13:05:00,3324 West Slaughter Lane in Austin (TX),Stray,Sick,Cat,Neutered Male,5 years,Domestic Shorthair,Black,2021-02-13 12:10:00,2/7/2016,Adoption,,Neutered Male,5 years,6 days 23:05:00,6,B
829256,Radar,2021-02-06 09:22:00,1308 Citation Circle in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Bull Terrier,Brown Brindle/White,2021-02-10 18:44:00,2/6/2019,Adoption,,Neutered Male,2 years,4 days 09:22:00,4,A
829248,,2021-02-09 17:29:00,Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Blue/White,,,,,,,NaT,New intake,Not Adopted
829247,*Buster,2021-02-05 15:10:00,10637 Carovilli Drive in Austin (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair,Blue/White,,,,,,,NaT,New intake,Not Adopted
829236,Bruce,2021-02-05 08:45:00,1603 East Oltorf Street in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White,2021-02-05 10:41:00,2/5/2019,Return to Owner,Field,Intact Male,2 years,0 days 01:56:00,0,Not Adopted
829234,Frankie,2021-02-05 08:16:00,9100 Waterford Centre Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,American Foxhound/Pit Bull,Brown Brindle/White,2021-02-09 16:08:00,2/5/2019,Return to Owner,,Intact Male,2 years,4 days 07:52:00,4,Not Adopted
829232,Auna,2021-02-05 08:16:00,9100 Waterford Centre Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull,White/Brown Brindle,2021-02-09 16:09:00,2/5/2019,Return to Owner,,Intact Female,2 years,4 days 07:53:00,4,Not Adopted
829231,*Bruno,2021-02-05 08:16:00,6710 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler Mix,Black/Tan,2021-02-21 11:52:00,2/5/2020,Adoption,,Neutered Male,1 year,16 days 03:36:00,16,C
829221,,2021-02-04 23:34:00,16701 Pearce Lane in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,2021-02-07 09:10:00,2/4/2019,Euthanasia,Rabies Risk,Unknown,2 years,2 days 09:36:00,2,Not Adopted
829220,Pepper,2021-02-04 20:23:00,8600 North Fm 620 Unit 2623 in Austin (TX),Public Assist,Normal,Cat,Spayed Female,11 years,Domestic Longhair,Black/Black,,,,,,,NaT,New intake,Not Adopted
829219,Biggie,2021-02-04 20:23:00,8600 North Fm 620 Unit 2623 in Austin (TX),Public Assist,Normal,Cat,Neutered Male,15 years,Domestic Shorthair,Orange/White,,,,,,,NaT,New intake,Not Adopted
829215,,2021-02-05 10:50:00,Killingsworth in Travis (TX),Stray,Injured,Dog,Intact Male,3 months,Pit Bull,Brown/White,2021-02-09 00:00:00,11/5/2020,Adoption,,Neutered Male,3 months,3 days 13:10:00,3,A
829213,Roxy,2021-02-04 15:47:00,7000 Onion Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Shepherd/Siberian Husky,Black/Tan,2021-02-10 17:54:00,2/4/2019,Return to Owner,,Spayed Female,2 years,6 days 02:07:00,6,Not Adopted
829212,,2021-02-04 15:30:00,700 Lavaca Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,2021-02-05 08:03:00,2/4/2019,Euthanasia,Rabies Risk,Unknown,2 years,0 days 16:33:00,0,Not Adopted
829209,*Pilot Inspektor,2021-02-04 14:36:00,2101 Burton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black,,,,,,,NaT,New intake,Not Adopted
829206,*Willow,2021-02-04 13:06:00,13316 Mizzen Street in Manor (TX),Stray,Normal,Other,Intact Male,2 years,Rabbit Sh,Sable/White,2021-02-09 12:14:00,2/4/2019,Transfer,Partner,Intact Male,2 years,4 days 23:08:00,4,Not Adopted
829202,,2021-02-04 11:46:00,4407 Merle Drive in Austin (TX),Stray,Normal,Cat,Intact Female,6 years,Domestic Shorthair,Blue,,,,,,,NaT,New intake,Not Adopted
829201,*Otis,2021-02-04 11:31:00,Crossing Place And Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,,,,,,,NaT,New intake,Not Adopted
829198,*Elena,2021-02-04 11:17:00,10300 Golden Meadow Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,,,,,,,NaT,New intake,Not Adopted
829195,,2021-02-04 10:22:00,5501 Pine Place in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,2021-02-08 13:26:00,2/4/2019,Euthanasia,Suffering,Intact Male,2 years,4 days 03:04:00,4,Not Adopted
829194,,2021-02-04 10:09:00,7204 Ellington Circle in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Black,2021-02-04 10:51:00,2/4/2020,Disposal,,Unknown,1 year,0 days 00:42:00,0,Not Adopted
829191,,2021-02-04 09:00:00,3017 South Ih 35 Frontage Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 months,Miniature Pinscher,Chocolate/Tan,2021-02-09 14:35:00,11/4/2020,Transfer,Partner,Intact Male,3 months,5 days 05:35:00,5,Not Adopted
829190,Thorin,2021-02-04 09:43:00,Riverside Road in Austin (TX),Stray,Normal,Dog,Spayed Female,13 years,German Shepherd/Labrador Retriever,Brown/Tan,2021-02-04 12:57:00,2/4/2008,Return to Owner,,Spayed Female,13 years,0 days 03:14:00,0,Not Adopted
829187,*Birdie,2021-02-04 08:42:00,Bolm Road And Perry Lane in Austin (TX),Stray,Injured,Dog,Intact Female,7 months,Australian Kelpie Mix,Black/Brown,,,,,,,NaT,New intake,Not Adopted
829186,,2021-02-04 07:58:00,Highway 183 And Ben White in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Medium Hair,Black/White,2021-02-04 08:25:00,2/4/2019,Euthanasia,Suffering,Intact Male,,0 days 00:27:00,0,Not Adopted
829183,Chica,2021-02-04 07:01:00,Austin (TX),Stray,Injured,Dog,Intact Female,4 years,Maltese/Yorkshire Terrier,Cream,2021-02-07 16:52:00,2/4/2017,Euthanasia,Suffering,Intact Female,4 years,3 days 09:51:00,3,Not Adopted
829171,,2021-02-03 16:11:00,5437 El Molino Circle in Travis (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Black,2021-02-08 16:38:00,8/3/2020,Transfer,Snr,Spayed Female,6 months,5 days 00:27:00,5,Not Adopted
829170,,2021-02-03 16:01:00,7005 Mira Loma Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Medium Hair,Black/White,2021-02-12 08:54:00,2/3/2018,Relocate,,Neutered Male,3 years,8 days 16:53:00,8,Not Adopted
829168,*Eclipse,2021-02-03 14:08:00,1208 East St Johns Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier,Black/White,,,,,,,NaT,New intake,Not Adopted
829167,*R.J.,2021-02-03 14:08:00,1208 East St Johns Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Brown Brindle/White,,,,,,,NaT,New intake,Not Adopted
829154,Ruby,2021-02-03 12:15:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Beagle Mix,Black/Tricolor,2021-02-08 16:42:00,2/3/2015,Adoption,,Spayed Female,6 years,5 days 04:27:00,5,
829152,Bentley,2021-02-03 11:49:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Black/White,,,,,,,NaT,New intake,Not Adopted
829149,,2021-02-03 09:40:00,Magna Clarta Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull,Brown Brindle,2021-02-08 17:06:00,12/3/2020,Adoption,,Neutered Male,2 months,5 days 07:26:00,5,
829148,Bingo,2021-02-03 09:40:00,Magna Clarta Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull,Blue/White,2021-02-08 16:07:00,12/3/2020,Adoption,,Neutered Male,2 months,5 days 06:27:00,5,
829147,*Ember,2021-02-03 08:34:00,8507 Hidden West Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Pit Bull Mix,White/Red Tick,,,,,,,NaT,New intake,Not Adopted
829146,*Inka,2021-02-03 08:34:00,8507 Hidden West Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Pit Bull Mix,White/Brown,2021-02-13 15:55:00,4/3/2020,Adoption,,Spayed Female,10 months,10 days 07:21:00,10,B
829140,,2021-02-03 01:40:00,6103 Manor Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Brown Brindle/White,2021-02-06 12:22:00,11/26/2020,Return to Owner,,Intact Male,2 months,3 days 10:42:00,3,Not Adopted
829138,,2021-02-02 23:14:00,16701 Pearce in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2021-02-03 08:46:00,2/2/2020,Euthanasia,Rabies Risk,Unknown,1 year,0 days 09:32:00,0,Not Adopted
829137,Bonaparte Ii,2021-02-02 22:52:00,408 Parrot Tulip in Travis (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Gray Tabby/Brown,2021-02-03 12:57:00,2/2/2018,Return to Owner,,Neutered Male,3 years,0 days 14:05:00,0,Not Adopted
829136,Frito,2021-02-02 20:47:00,12200 Deerk Track in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,4 months,German Shepherd Mix,Black/Tan,2021-02-03 15:00:00,10/2/2020,Transfer,Partner,Intact Male,4 months,0 days 18:13:00,0,Not Adopted
829135,*Cupcake,2021-02-02 17:52:00,7817 Tee Drive in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,,,,,,,NaT,New intake,Not Adopted
829131,,2021-02-02 16:34:00,1704 Nelms in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull,White/Blue,2021-02-03 16:22:00,11/2/2020,Return to Owner,,Intact Male,3 months,0 days 23:48:00,0,Not Adopted
829128,*Jet,2021-02-02 15:03:00,William Cannon And West Gate in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Akita/Labrador Retriever,Sable/White,,,,,,,NaT,New intake,Not Adopted
829127,*Snoopy,2021-02-02 15:03:00,William Cannon And Westgate in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pointer/Dalmatian,White/Black,2021-02-21 11:18:00,2/2/2020,Adoption,,Neutered Male,1 year,18 days 20:15:00,18,C
829124,,2021-02-02 15:00:00,10024 Deer Chase Trail in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,,,,,,,NaT,New intake,Not Adopted
829123,,2021-02-02 15:00:00,10024 Deer Chase Trail in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,,,,,,,NaT,New intake,Not Adopted
829121,,2021-02-02 14:43:00,12500 Shadowglen in Travis (TX),Stray,Sick,Dog,Intact Female,4 months,Catahoula Mix,Blue Merle/Black,2021-02-07 17:40:00,10/2/2020,Adoption,,Intact Female,4 months,5 days 02:57:00,5,
829120,*Rose,2021-02-05 14:48:00,613 Genard in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie/White,2021-02-23 00:00:00,2/2/2020,Adoption,,Spayed Female,1 year,17 days 09:12:00,17,C
829119,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Public Assist,Sick,Dog,Intact Male,2 months,Pit Bull,Black/White,,,,,,,NaT,New intake,Not Adopted
829118,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Public Assist,Sick,Dog,Intact Male,2 months,Pit Bull,Black/White,,,,,,,NaT,New intake,Not Adopted
829117,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Public Assist,Sick,Dog,Intact Female,2 months,Pit Bull,Red/White,,,,,,,NaT,New intake,Not Adopted
829116,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Bichon Frise,White,2021-02-06 16:02:00,12/27/2020,Transfer,Partner,Intact Male,1 month,4 days 07:17:00,4,Not Adopted
829115,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Bichon Frise,White,2021-02-06 16:00:00,12/27/2020,Transfer,Partner,Intact Male,1 month,4 days 07:15:00,4,Not Adopted
829113,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Public Assist,Sick,Dog,Intact Female,2 months,Pit Bull,Black/White,2021-02-07 18:00:00,11/17/2020,Transfer,Partner,Intact Female,2 months,5 days 09:15:00,5,Not Adopted
829112,,2021-02-02 08:45:00,14946 Swiss Drive in Austin (TX),Public Assist,Sick,Dog,Intact Female,2 months,Pit Bull,Brown Brindle/White,2021-02-07 18:46:00,11/17/2020,Transfer,Partner,Intact Female,2 months,5 days 10:01:00,5,Not Adopted
829109,,2021-02-02 13:25:00,Pearl Street in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Blue Lacy Mix,Red/White,2021-02-08 18:12:00,8/2/2020,Adoption,,Neutered Male,6 months,6 days 04:47:00,6,B
829107,Snowey,2021-02-02 12:25:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12 years,Lhasa Apso,Buff,2021-02-03 12:48:00,2/2/2009,Transfer,Partner,Neutered Male,12 years,1 days 00:23:00,1,Not Adopted
829096,Angel,2021-02-02 11:08:00,4621 Airport Boulevard in Austin (TX),Stray,Injured,Dog,Spayed Female,9 years,Miniature Poodle,White,2021-02-02 14:32:00,2/2/2012,Return to Owner,,Spayed Female,9 years,0 days 03:24:00,0,Not Adopted
829095,Halo,2021-02-02 11:04:00,4400 Franklin Park in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,White/Gray,2021-02-04 14:32:00,2/2/2019,Return to Owner,,Intact Male,2 years,2 days 03:28:00,2,Not Adopted
829088,Coco,2021-02-02 07:35:00,4972 East Hwy 71 in Travis (TX),Owner Surrender,Injured,Dog,Intact Female,1 year,Miniature Schnauzer,White,2021-02-02 14:13:00,2/2/2020,Transfer,Partner,Intact Female,1 year,0 days 06:38:00,0,Not Adopted
829078,,2021-02-01 21:02:00,104 West Walnut Drive in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Gray/White,2021-02-05 15:17:00,2/1/2018,Transfer,Partner,Intact Male,3 years,3 days 18:15:00,3,Not Adopted
829074,,2021-02-01 17:30:00,Sunchase Parkway in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pug/Chihuahua Shorthair,Tan/Black,2021-02-05 13:52:00,2/1/2020,Transfer,Partner,Intact Male,1 year,3 days 20:22:00,3,Not Adopted
829070,*Jumanji,2021-02-01 16:30:00,Lyndon B Johnson And Franklin D Roosevelt in Manor (TX),Stray,Normal,Dog,Intact Male,11 months,Black Mouth Cur Mix,Brown/Black,2021-02-07 15:13:00,3/1/2020,Adoption,,Neutered Male,11 months,5 days 22:43:00,5,
829067,Ika,2021-02-01 15:52:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown,2021-02-21 12:02:00,2/1/2013,Adoption,,Spayed Female,8 years,19 days 20:10:00,19,C
829066,Sam,2021-02-01 15:52:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Red,2021-02-21 12:03:00,2/1/2013,Adoption,,Spayed Female,8 years,19 days 20:11:00,19,C
829065,Sprinkles,2021-02-01 16:03:00,Travis (TX),Owner Surrender,Sick,Dog,Spayed Female,5 years,Cocker Spaniel,White/Liver,2021-02-02 11:17:00,2/1/2016,Transfer,Partner,Spayed Female,5 years,0 days 19:14:00,0,Not Adopted
